iteration,mean_reward,success_rate,lift_rate,min_xy_after_lift,bowl_radius_after_lift_rate,tight_radius_after_lift_rate,object_to_bowl_xy_reward,lifting_reward,lift_progress_reward
3750,89.88,0.0,0.8842,0.142,0.0,0.0,2.4534,10.9482,3.6672
3751,95.9,0.0019,0.9103,0.1428,0.0049,0.0019,2.5206,11.2343,3.7607
3752,95.9,0.0,0.905,0.1434,0.0022,0.0,2.5356,11.319,3.789
3753,92.52,0.0,0.9121,0.1435,0.0,0.0,2.5455,11.2999,3.785
3754,92.82,0.002,0.9159,0.142,0.0044,0.002,2.5939,11.5205,3.8572
3755,94.91,0.0051,0.9339,0.1427,0.0079,0.0051,2.6387,11.6974,3.9059
3756,95.16,0.0,0.9196,0.1427,0.0,0.0,2.6058,11.6558,3.9043
3757,90.81,0.002,0.9201,0.1432,0.0041,0.002,2.5947,11.6373,3.8968
3758,88.29,0.0,0.9251,0.1433,0.0025,0.0,2.5779,11.4924,3.8481
3759,94.51,0.0,0.9153,0.1438,0.0,0.0,2.5739,11.5856,3.8803
3760,91.78,0.0032,0.9176,0.1428,0.006,0.0032,2.5492,11.351,3.7997
3761,95.44,0.0,0.9357,0.1427,0.0,0.0,2.6384,11.7601,3.9391
3762,94.46,0.0026,0.9016,0.1423,0.0026,0.0026,2.559,11.4021,3.8192
3763,90.21,0.002,0.9224,0.1432,0.002,0.002,2.6192,11.7246,3.9282
3764,94.18,0.0,0.9058,0.1427,0.0,0.0,2.5626,11.4935,3.8507
3765,95.0,0.0028,0.9155,0.1426,0.0028,0.0028,2.5723,11.4524,3.836
3766,91.39,0.0056,0.9351,0.1407,0.0083,0.0056,2.6318,11.7135,3.9218
3767,93.42,0.0,0.927,0.1434,0.0023,0.0,2.617,11.7188,3.9253
3768,95.61,0.0,0.9249,0.1409,0.0023,0.0,2.6123,11.6167,3.8898
3769,98.27,0.0036,0.9164,0.1424,0.0036,0.0036,2.5795,11.5546,3.8684
3770,95.22,0.003,0.9317,0.1428,0.003,0.0,2.6319,11.7716,3.9419
3771,96.71,0.0,0.9331,0.1417,0.0,0.0,2.6211,11.6559,3.9035
3772,90.25,0.0017,0.9116,0.1427,0.0045,0.0,2.5549,11.4302,3.8284
3773,92.08,0.0,0.9307,0.1439,0.0,0.0,2.6338,11.8137,3.9573
3774,93.97,0.0,0.9175,0.1438,0.0,0.0,2.593,11.5428,3.8654
3775,95.59,0.0,0.9223,0.1424,0.0,0.0,2.6326,11.6871,3.9152
3776,94.45,0.0015,0.91,0.1435,0.0015,0.0015,2.5502,11.3416,3.7975
3777,97.99,0.0,0.9425,0.1443,0.0,0.0,2.6615,11.8685,3.9752
3778,97.79,0.0,0.936,0.1448,0.0021,0.0021,2.6239,11.7044,3.9195
3779,92.65,0.0028,0.9163,0.1431,0.0028,0.0028,2.6064,11.6064,3.8872
3780,96.51,0.0032,0.9162,0.1442,0.0053,0.0032,2.5867,11.5174,3.8555
3781,90.9,0.0,0.9099,0.1451,0.0,0.0,2.5839,11.5665,3.8746
3782,92.78,0.0,0.9287,0.1467,0.0,0.0,2.6057,11.7143,3.9242
3783,90.91,0.0,0.9252,0.1451,0.0056,0.0,2.5971,11.5829,3.8787
3784,93.01,0.0,0.9218,0.146,0.0,0.0,2.5819,11.6497,3.9019
3785,94.51,0.0038,0.9314,0.1428,0.0038,0.0038,2.6225,11.6482,3.9004
3786,97.24,0.0021,0.9081,0.144,0.0051,0.0021,2.5637,11.4425,3.8297
3787,95.15,0.0,0.9355,0.1445,0.0,0.0,2.6494,11.821,3.9599
3788,84.88,0.0025,0.8795,0.1429,0.0025,0.0025,2.465,10.9565,3.6691
3789,91.16,0.0,0.9176,0.1424,0.0022,0.0,2.5916,11.4692,3.8407
3790,91.89,0.0,0.9134,0.1423,0.0042,0.0016,2.5848,11.5296,3.8633
3791,94.38,0.0028,0.9381,0.1419,0.0088,0.0028,2.6526,11.7765,3.9423
3792,91.37,0.0,0.895,0.1428,0.0,0.0,2.5194,11.1814,3.7447
3793,96.87,0.0021,0.9242,0.1424,0.0045,0.0021,2.6261,11.6997,3.9171
3794,93.16,0.0046,0.9155,0.1428,0.0046,0.0046,2.573,11.4874,3.8461
3795,87.22,0.0055,0.9008,0.1427,0.0055,0.0023,2.5163,11.2545,3.7668
3796,97.28,0.0,0.9383,0.1448,0.0,0.0,2.644,11.903,3.987
3797,88.26,0.005,0.9088,0.1435,0.005,0.005,2.5706,11.4763,3.8442
3798,93.84,0.002,0.9146,0.144,0.0074,0.002,2.5814,11.5413,3.8643
3799,95.09,0.0,0.9397,0.1424,0.0,0.0,2.6689,11.8328,3.9625
3800,96.63,0.0,0.9426,0.1423,0.0,0.0,2.6906,11.9487,4.0007
3801,92.4,0.0,0.9429,0.1416,0.0,0.0,2.648,11.6442,3.8988
3802,98.16,0.0,0.9188,0.1423,0.0,0.0,2.6106,11.6123,3.8893
3803,96.03,0.0035,0.9251,0.1417,0.0035,0.0035,2.5982,11.4573,3.8358
3804,94.19,0.002,0.9411,0.1433,0.002,0.002,2.633,11.705,3.9183
3805,92.34,0.0019,0.9106,0.1431,0.0019,0.0019,2.5498,11.3604,3.8026
3806,98.79,0.0,0.917,0.1431,0.0,0.0,2.6072,11.5909,3.882
3807,89.99,0.0,0.928,0.1424,0.0051,0.0,2.6179,11.6467,3.899
3808,91.52,0.0032,0.914,0.1459,0.0058,0.0,2.5444,11.4985,3.8501
3809,89.94,0.0023,0.9247,0.1439,0.0042,0.0042,2.5896,11.5572,3.8694
3810,94.26,0.0,0.9141,0.1442,0.0,0.0,2.5925,11.6509,3.9035
3811,95.67,0.0,0.9256,0.1425,0.0,0.0,2.6269,11.7091,3.9211
3812,97.33,0.0,0.9394,0.1428,0.0,0.0,2.6617,11.9062,3.987
3813,94.73,0.0,0.9173,0.1421,0.0,0.0,2.571,11.3456,3.7993
3814,99.58,0.0,0.9173,0.1424,0.0,0.0,2.5972,11.5706,3.8743
3815,99.47,0.0026,0.9242,0.143,0.0026,0.0026,2.6023,11.5641,3.8716
3816,95.54,0.0025,0.9323,0.1438,0.0025,0.0025,2.621,11.6794,3.9121
3817,97.82,0.0,0.9367,0.144,0.0,0.0,2.6248,11.6645,3.9054
3818,96.06,0.003,0.9239,0.1434,0.003,0.003,2.5865,11.5041,3.8504
3819,90.73,0.0057,0.9355,0.1426,0.0119,0.0079,2.618,11.6821,3.9107
3820,89.81,0.0,0.9278,0.143,0.0028,0.0,2.6126,11.5691,3.8741
3821,94.7,0.0015,0.9031,0.144,0.0015,0.0015,2.5525,11.357,3.8028
3822,91.05,0.0,0.9407,0.1426,0.0025,0.0,2.6575,11.7422,3.9305
3823,94.82,0.0,0.9303,0.1438,0.0022,0.0,2.6082,11.6406,3.8968
3824,92.98,0.0,0.9226,0.1427,0.003,0.0,2.5791,11.4242,3.8253
3825,92.18,0.0042,0.9182,0.1451,0.0042,0.0042,2.5929,11.5954,3.8827
3826,91.54,0.0016,0.9362,0.1431,0.0016,0.0016,2.6228,11.6491,3.8999
3827,92.77,0.0,0.9114,0.1436,0.0022,0.0,2.5588,11.4012,3.8178
3828,89.78,0.0026,0.9294,0.1438,0.0026,0.0,2.6115,11.6257,3.8891
3829,87.84,0.0,0.9471,0.1429,0.0,0.0,2.6735,11.8719,3.9756
3830,90.03,0.0,0.9402,0.144,0.0016,0.0,2.634,11.7659,3.9411
3831,93.49,0.0,0.9463,0.1447,0.0,0.0,2.6445,11.8744,3.9754
3832,94.4,0.0084,0.9384,0.143,0.011,0.0084,2.5739,11.4701,3.8382
3833,96.13,0.0,0.9293,0.1451,0.0,0.0,2.5907,11.6937,3.9164
3834,93.31,0.0,0.9274,0.1445,0.0079,0.0,2.5794,11.5714,3.8745
3835,97.06,0.0,0.9318,0.1438,0.0044,0.0,2.5869,11.5897,3.8805
3836,94.12,0.0,0.9335,0.1432,0.0052,0.0,2.6077,11.6787,3.9103
3837,91.48,0.0023,0.9201,0.143,0.0051,0.0023,2.5569,11.4481,3.8336
3838,93.97,0.0,0.932,0.1439,0.0,0.0,2.6142,11.7651,3.941
3839,96.82,0.0,0.9406,0.1442,0.0026,0.0,2.6234,11.8197,3.9586
3840,92.6,0.0,0.9241,0.1426,0.0023,0.0,2.5797,11.5018,3.8535
3841,94.85,0.0,0.9408,0.1432,0.0,0.0,2.6411,11.8939,3.9832
3842,86.35,0.0,0.9154,0.1427,0.0028,0.0,2.5331,11.3404,3.7979
3843,94.93,0.0,0.9279,0.1419,0.0,0.0,2.6015,11.6016,3.8856
3844,97.71,0.0,0.9461,0.1424,0.0035,0.0,2.6455,11.8342,3.9618
3845,93.61,0.0044,0.9224,0.1415,0.0044,0.0044,2.5779,11.4252,3.8248
3846,93.92,0.0,0.9231,0.1421,0.0028,0.0,2.5973,11.5565,3.8708
3847,102.19,0.0,0.9297,0.1422,0.0063,0.0018,2.6059,11.5744,3.8752
3848,94.61,0.0,0.9369,0.1433,0.0,0.0,2.621,11.6838,3.9131
3849,92.16,0.0,0.9502,0.1438,0.0014,0.0,2.6465,11.7971,3.9507
3850,94.97,0.0032,0.935,0.1434,0.0032,0.0032,2.583,11.4584,3.8354
3851,87.11,0.0108,0.9351,0.1417,0.014,0.0108,2.5879,11.4246,3.824
3852,93.74,0.0018,0.9413,0.1425,0.0035,0.0018,2.6627,11.7852,3.9468
3853,97.56,0.0,0.9392,0.1412,0.0,0.0,2.6651,11.7953,3.9506
3854,89.35,0.0023,0.9512,0.1419,0.0023,0.0023,2.7101,11.9585,4.0039
3855,96.98,0.003,0.9464,0.1427,0.0118,0.0076,2.6526,11.7551,3.9365
3856,93.74,0.0,0.9232,0.1433,0.0026,0.0,2.5973,11.4899,3.8481
3857,87.53,0.003,0.9399,0.1433,0.0048,0.003,2.641,11.7122,3.9223
3858,97.67,0.0026,0.9334,0.143,0.0026,0.0026,2.6264,11.5891,3.8718
3859,96.35,0.0,0.9357,0.1422,0.0046,0.002,2.6834,11.8203,3.9506
3860,96.85,0.0022,0.9284,0.1428,0.0054,0.0022,2.5978,11.4814,3.8439
3861,93.06,0.0,0.9253,0.1439,0.0,0.0,2.5784,11.4204,3.8248
3862,96.53,0.0023,0.9272,0.1435,0.0079,0.0023,2.5973,11.5474,3.8665
3863,91.33,0.0,0.9348,0.1408,0.0049,0.0,2.6471,11.6185,3.8906
3864,94.17,0.0,0.9248,0.1431,0.0,0.0,2.5938,11.4687,3.8407
3865,95.07,0.0032,0.9491,0.1427,0.0032,0.0032,2.6612,11.8168,3.9551
3866,89.31,0.0,0.9132,0.144,0.0062,0.0,2.5772,11.5197,3.8576
3867,91.98,0.0091,0.9474,0.143,0.014,0.0067,2.6093,11.6192,3.8881
3868,96.81,0.0,0.9315,0.1442,0.002,0.0,2.6168,11.7022,3.9193
3869,96.03,0.0025,0.9485,0.1431,0.0049,0.0,2.6569,11.8261,3.9541
3870,90.51,0.0,0.9279,0.1425,0.0087,0.0,2.5693,11.4204,3.8237
3871,97.05,0.0,0.9459,0.1422,0.0021,0.0,2.6435,11.753,3.9317
3872,91.81,0.0,0.9302,0.1428,0.0,0.0,2.5615,11.3741,3.807
3873,94.35,0.0025,0.9402,0.1423,0.0143,0.0048,2.6003,11.562,3.8689
3874,97.03,0.0,0.9223,0.1439,0.0,0.0,2.5638,11.5401,3.8625
3875,91.56,0.0,0.9307,0.1419,0.0022,0.0,2.6108,11.5318,3.8593
3876,96.9,0.0,0.9426,0.1426,0.0019,0.0,2.6459,11.7739,3.9417
3877,94.03,0.0057,0.925,0.1427,0.0057,0.0057,2.5485,11.2888,3.776
3878,93.16,0.0,0.9316,0.1432,0.0,0.0,2.5789,11.4742,3.8429
3879,93.47,0.0,0.93,0.145,0.0022,0.0,2.63,11.7825,3.9404
3880,91.91,0.0,0.9411,0.1439,0.0042,0.0,2.6311,11.7158,3.9233
3881,88.15,0.0,0.9019,0.1443,0.0022,0.0,2.4911,11.1256,3.7243
3882,98.25,0.0081,0.9425,0.1439,0.0081,0.0081,2.6416,11.845,3.966
3883,101.68,0.0,0.9511,0.1441,0.003,0.0,2.6505,11.8394,3.9637
3884,89.88,0.0017,0.9104,0.143,0.0017,0.0017,2.5441,11.3107,3.7868
3885,94.05,0.0026,0.9201,0.1428,0.0047,0.0026,2.5965,11.552,3.8695
3886,94.06,0.0,0.9255,0.1423,0.0028,0.0,2.5611,11.2869,3.7778
3887,93.12,0.0026,0.9098,0.1428,0.0046,0.0026,2.5749,11.4099,3.8184
3888,93.6,0.0,0.9199,0.144,0.004,0.0,2.5839,11.5343,3.8636
3889,95.98,0.0021,0.9387,0.1447,0.0047,0.0047,2.6016,11.629,3.8945
3890,88.48,0.0043,0.9349,0.1459,0.0071,0.0043,2.5852,11.5342,3.8629
3891,96.28,0.0,0.9434,0.145,0.0025,0.0,2.6244,11.663,3.9064
3892,90.25,0.0,0.9188,0.1429,0.0035,0.0,2.5744,11.406,3.8209
3893,92.69,0.0,0.9244,0.1448,0.0,0.0,2.5339,11.1728,3.7391
3894,90.28,0.0,0.9288,0.1455,0.0,0.0,2.5891,11.5218,3.8582
3895,89.49,0.0,0.9273,0.1444,0.0,0.0,2.5792,11.4116,3.8193
3896,96.02,0.0,0.9414,0.1444,0.0,0.0,2.6293,11.652,3.9024
3897,95.44,0.0,0.9379,0.1466,0.0,0.0,2.61,11.6706,3.9084
3898,92.94,0.0023,0.932,0.1453,0.0023,0.0,2.5878,11.5439,3.8668
3899,95.16,0.0026,0.9233,0.1448,0.0026,0.0026,2.5821,11.5155,3.857
3900,94.02,0.0,0.9491,0.1454,0.0,0.0,2.6554,11.838,3.9652
3901,96.16,0.004,0.933,0.1431,0.004,0.004,2.6284,11.6424,3.902
3902,93.24,0.0026,0.9429,0.1459,0.0026,0.0,2.6327,11.7833,3.946
3903,94.72,0.0,0.9335,0.1461,0.0026,0.0,2.5956,11.6048,3.8893
3904,95.16,0.0042,0.9375,0.145,0.0057,0.0042,2.5878,11.5345,3.8634
3905,91.95,0.0046,0.9166,0.1444,0.0046,0.0025,2.5182,11.1712,3.7398
3906,96.87,0.0051,0.9404,0.1437,0.0051,0.0051,2.6307,11.7273,3.9285
3907,95.9,0.0028,0.9398,0.1455,0.0028,0.0028,2.6309,11.7668,3.9406
3908,91.49,0.0026,0.9203,0.1457,0.0047,0.0,2.5412,11.3285,3.7939
3909,97.01,0.0026,0.9171,0.1449,0.0026,0.0026,2.5539,11.3754,3.8099
3910,93.1,0.0021,0.9306,0.1458,0.0021,0.0021,2.5972,11.6066,3.8871
3911,92.78,0.0,0.9174,0.1458,0.0,0.0,2.5967,11.521,3.8493
3912,98.26,0.0028,0.9606,0.1444,0.0028,0.0028,2.7052,12.0921,4.0517
3913,98.31,0.0,0.9522,0.1447,0.0,0.0,2.6426,11.7466,3.9316
3914,93.02,0.0,0.9229,0.1425,0.0,0.0,2.601,11.4999,3.8522
3915,92.63,0.0,0.9414,0.1456,0.0046,0.0025,2.6287,11.7737,3.9414
3916,95.96,0.0,0.9251,0.1443,0.0,0.0,2.5752,11.488,3.8475
3917,93.64,0.0022,0.934,0.1424,0.0068,0.0022,2.62,11.596,3.8816
3918,96.52,0.0,0.9438,0.1425,0.0023,0.0,2.6666,11.8234,3.9599
3919,95.74,0.0038,0.9486,0.143,0.0038,0.0038,2.6644,11.7978,3.9509
3920,92.76,0.0,0.9466,0.1443,0.0,0.0,2.6204,11.6416,3.8986
3921,98.23,0.0035,0.9443,0.1418,0.0035,0.0035,2.6531,11.7105,3.9225
3922,95.15,0.0023,0.9301,0.1427,0.0037,0.0014,2.5957,11.4997,3.8523
3923,94.58,0.0,0.9287,0.1436,0.0,0.0,2.6462,11.7419,3.9335
3924,94.44,0.0059,0.9578,0.142,0.0091,0.0037,2.6953,11.8696,3.9676
3925,96.96,0.0017,0.9488,0.1425,0.0017,0.0,2.6926,11.9113,3.9854
3926,98.62,0.0026,0.935,0.1427,0.0026,0.0026,2.643,11.7204,3.9266
3927,86.94,0.003,0.9492,0.141,0.0056,0.0056,2.6575,11.6927,3.916
3928,95.75,0.0,0.9313,0.1437,0.0038,0.0,2.6166,11.649,3.8989
3929,95.13,0.002,0.938,0.1424,0.002,0.002,2.642,11.6555,3.903
3930,94.75,0.0,0.9391,0.1425,0.0025,0.0,2.6328,11.6722,3.9093
3931,96.39,0.0,0.951,0.142,0.0,0.0,2.6925,11.9363,3.9983
3932,94.1,0.0,0.9441,0.1431,0.0022,0.0,2.6616,11.8046,3.9537
3933,89.92,0.0064,0.9404,0.1436,0.0092,0.0064,2.5967,11.5801,3.8768
3934,91.51,0.0,0.9269,0.1435,0.0,0.0,2.5932,11.5168,3.8565
3935,94.24,0.0,0.946,0.1426,0.0,0.0,2.6631,11.7036,3.9216
3936,93.33,0.0028,0.9246,0.1433,0.0028,0.0028,2.5963,11.5692,3.8749
3937,92.07,0.0,0.9275,0.1439,0.0023,0.0,2.5727,11.3942,3.8166
3938,93.84,0.0,0.935,0.1424,0.002,0.0,2.6751,11.8404,3.9542
3939,88.86,0.0,0.9089,0.1438,0.0026,0.0,2.5535,11.3731,3.809
3940,92.53,0.0,0.941,0.1426,0.0,0.0,2.6457,11.686,3.913
3941,96.03,0.0,0.9261,0.144,0.0032,0.0,2.6184,11.6075,3.8866
3942,96.76,0.0,0.9361,0.1438,0.0,0.0,2.6363,11.7015,3.9206
3943,98.28,0.0,0.9604,0.1443,0.0,0.0,2.7259,12.1096,4.057
3944,96.51,0.0,0.9167,0.1444,0.0,0.0,2.5857,11.4989,3.8521
3945,96.01,0.0,0.9516,0.1423,0.0,0.0,2.6703,11.7233,3.9256
3946,94.83,0.0,0.9265,0.1426,0.0042,0.0,2.6484,11.6494,3.9014
3947,93.25,0.0,0.9163,0.1423,0.0038,0.0,2.5668,11.2761,3.7748
3948,95.7,0.0,0.9358,0.1428,0.0,0.0,2.6179,11.5078,3.8526
3949,93.71,0.0,0.9249,0.1422,0.0,0.0,2.5905,11.4035,3.818
3950,96.71,0.0,0.9331,0.1418,0.0065,0.0,2.6508,11.6998,3.9193
3951,89.73,0.0,0.9377,0.141,0.0,0.0,2.6333,11.549,3.868
3952,95.31,0.005,0.9429,0.1413,0.005,0.005,2.6641,11.7424,3.9316
3953,97.71,0.0,0.9482,0.1418,0.0,0.0,2.6594,11.6674,3.9072
3954,88.98,0.0,0.9333,0.1416,0.0,0.0,2.6257,11.511,3.8546
3955,96.3,0.0,0.9443,0.1405,0.0,0.0,2.6959,11.7926,3.949
3956,90.98,0.0,0.9467,0.1409,0.0,0.0,2.6796,11.7763,3.9431
3957,97.18,0.0,0.9591,0.143,0.0,0.0,2.7367,12.1012,4.0546
3958,98.81,0.0,0.9639,0.1418,0.0023,0.0,2.7254,12.0341,4.0287
3959,91.65,0.0,0.9262,0.1408,0.0049,0.0025,2.6426,11.603,3.8764
3960,93.98,0.0025,0.9589,0.1405,0.0025,0.0025,2.7038,11.929,3.9927
3961,94.08,0.0,0.9083,0.1416,0.0,0.0,2.5553,11.3307,3.7954
3962,92.86,0.0015,0.9197,0.1416,0.0038,0.0015,2.5872,11.4411,3.831
3963,95.81,0.0,0.9584,0.1409,0.0,0.0,2.7259,12.0912,4.0517
3964,92.41,0.0023,0.9048,0.1407,0.007,0.0023,2.5702,11.3821,3.8119
3965,93.55,0.0044,0.9415,0.1404,0.0044,0.0025,2.6397,11.7072,3.9205
3966,95.52,0.0,0.9473,0.1401,0.0049,0.0,2.6489,11.7082,3.9196
3967,98.33,0.0,0.9437,0.1401,0.0073,0.0,2.6866,11.846,3.9682
3968,95.46,0.0028,0.9226,0.1429,0.0054,0.0028,2.6049,11.6728,3.9084
3969,95.11,0.0,0.9426,0.1408,0.0025,0.0,2.6789,11.8608,3.9737
3970,91.63,0.0083,0.9259,0.1389,0.0105,0.0083,2.5574,11.2341,3.7609
3971,97.77,0.0,0.9467,0.1423,0.0,0.0,2.6909,11.9698,4.0092
3972,90.47,0.002,0.9296,0.1408,0.011,0.002,2.6153,11.5207,3.8575
3973,93.45,0.0,0.9438,0.1401,0.0121,0.0,2.6781,11.8033,3.9534
3974,90.61,0.0,0.9371,0.14,0.0,0.0,2.6417,11.6178,3.8903
3975,92.72,0.0051,0.9392,0.1395,0.0123,0.0,2.6521,11.6667,3.9063
3976,97.3,0.0,0.9517,0.1398,0.0076,0.0,2.6857,11.8633,3.974
3977,94.77,0.0028,0.9517,0.1387,0.0091,0.0028,2.7051,11.8791,3.976
3978,89.99,0.0058,0.9168,0.1396,0.0141,0.0058,2.5645,11.3086,3.7853
3979,95.77,0.0019,0.9419,0.1423,0.0071,0.0,2.6227,11.6428,3.8971
3980,98.5,0.0,0.9386,0.1411,0.0,0.0,2.6575,11.7168,3.9221
3981,86.85,0.0,0.9406,0.14,0.0017,0.0,2.6454,11.6517,3.9019
3982,96.28,0.0,0.9463,0.1402,0.005,0.0,2.6699,11.7227,3.9248
3983,95.14,0.0,0.9531,0.1413,0.0,0.0,2.6555,11.6406,3.8953
3984,90.86,0.0,0.9358,0.1413,0.0,0.0,2.6388,11.5962,3.8845
3985,97.01,0.0,0.9576,0.1411,0.0,0.0,2.6863,11.8193,3.9599
3986,96.4,0.0,0.9452,0.1408,0.0,0.0,2.6455,11.6431,3.8986
3987,95.87,0.0023,0.951,0.1416,0.0064,0.0023,2.659,11.6941,3.9155
3988,92.7,0.0,0.9367,0.143,0.0068,0.0,2.6295,11.6531,3.9033
3989,94.64,0.0047,0.9683,0.1404,0.0066,0.0047,2.7034,11.9109,3.9887
3990,95.58,0.0,0.936,0.1422,0.0,0.0,2.6542,11.732,3.9301
3991,97.25,0.0035,0.9438,0.1429,0.0061,0.0035,2.6439,11.7542,3.9374
3992,94.26,0.0028,0.9326,0.1417,0.0028,0.0028,2.6444,11.6513,3.9019
3993,92.6,0.0038,0.913,0.1426,0.0038,0.0038,2.5526,11.2952,3.7829
3994,96.27,0.0,0.9348,0.1425,0.0025,0.0,2.6177,11.5554,3.8701
3995,92.57,0.0028,0.9475,0.1423,0.0076,0.0028,2.6281,11.5967,3.8832
3996,94.82,0.0032,0.9468,0.1415,0.0032,0.0032,2.669,11.7933,3.9497
3997,97.31,0.0,0.9464,0.1424,0.0,0.0,2.6708,11.7966,3.9533
3998,93.94,0.0,0.9219,0.1445,0.002,0.0,2.5749,11.5139,3.858
